ID	PC1	PC2	PC3	PC4
HG04076	-1.22199	0.14902	1.1201	-0.37776
HG04080	0.48403	-0.67437	-0.54953	0.0651
HG04090	1.03619	1.05466	-0.27883	0.48943
HG04093	0.00265	0.52467	0.14737	2.25704
HG04094	1.04362	-0.25984	-0.09243	0.33917
HG04096	-0.89597	-1.62932	-1.25571	0.16976
HG04098	0.61867	-0.97331	-1.46513	-0.08485
HG04099	1.21712	1.30738	0.93584	1.20694
HG04100	2.26559	1.34671	-1.34099	0.18503
HG04106	-0.79395	-0.62629	-0.93297	-1.046
HG04107	0.38518	-1.43997	0.60629	-0.39263
HG04115	-0.62976	-0.62852	0.05434	-0.07305
HG04118	-0.78728	-1.2481	-0.07358	0.34603
HG04122	0.21783	0.36536	-0.02651	-1.18777
HG04127	0.66235	0.69851	-0.50668	1.00841
HG04131	-0.16829	-0.42142	-1.73655	-0.07081
HG04132	0.32525	-0.41168	1.07208	0.17829
HG04133	0.08696	-0.39427	0.0997	-1.16257
HG04134	-1.1306	-0.47731	0.62522	0.38832
HG04135	-0.69619	-1.25459	-1.02233	-0.35601
HG04136	-0.84644	-0.97655	-1.18708	-0.98755
HG04140	-1.06982	0.0035	-0.47846	0.09397
HG04141	-0.49867	-1.08679	0.86255	-0.41165
HG04142	-0.78088	0.82353	-1.13197	0.26831
HG04144	0.88044	0.93342	-0.00732	0.60949
HG04146	-0.25891	0.3398	-0.12654	0.01272
HG04147	0.2881	-0.0082	-1.45326	-1.05163
HG04148	-0.30711	-0.54883	0.17637	0.60217
HG04149	-0.57204	-2.80744	0.26589	0.00516
HG04150	2.25424	1.72708	0.13871	-0.653
HG04151	-0.4039	0.19747	-0.30906	0.55337
HG04152	-0.50426	-0.24591	0.41528	0.60671
HG04153	1.65344	0.30826	0.16451	-0.22139
HG04155	0.00653	0.00578	-0.50514	0.30495
HG04156	0.01333	0.34618	1.5376	1.5313
HG04157	-0.44291	-0.37878	1.00404	0.29906
HG04158	-1.39429	-1.9535	1.15412	-0.25932
HG04159	1.79828	0.38703	-0.89478	0.80945
HG04160	-0.38548	-0.63452	0.49118	-0.88657
HG04161	0.09027	-0.59682	1.26875	0.63376
HG04162	-1.49397	-0.61733	1.53645	0.27237
HG04164	1.01358	-0.29171	-1.17334	1.11657
HG04171	-1.86465	0.17734	0.16622	1.23528
HG04173	-0.2136	0.14323	0.89783	-0.80182
HG04174	0.90477	0.51909	1.48428	0.47562
HG04175	-1.40957	0.54095	-1.08951	0.86074
HG04176	-1.83333	-0.19213	0.50944	2.01574
HG04177	0.5517	-0.16843	-1.37365	-0.02871
HG04180	-1.64989	0.28796	-1.05944	0.37648
HG04182	-0.07907	-0.33708	-1.22115	-0.2683
HG04183	0.33331	-2.03506	-0.84545	0.63812
HG04184	-0.87375	-2.98224	-0.74777	1.73285
HG04185	0.86971	-1.09297	-0.09372	-2.09776
HG04186	0.73204	-0.49389	-0.19915	-0.2957
HG04187	0.46675	-0.05432	0.81816	0.82656
HG04188	-1.08648	0.98729	0.32042	0.88212
HG04189	0.4152	-1.81048	0.61817	0.44113
HG04191	-0.11018	-0.2601	0.8176	-0.39685
HG04192	1.14638	0.9238	-1.19677	2.87667
HG04193	0.4702	-1.24433	1.09816	2.09083
HG04194	1.72317	0.91991	-0.25196	0.92358
HG04195	0.46303	-0.10538	0.55214	0.58516
HG04198	1.27933	-0.8401	0.32326	-0.0271
HG04199	0.63172	0.80449	-1.7223	-0.80154
HG04200	-0.66043	0.26304	0.41819	-0.38009
HG04202	0.43771	-1.87928	-1.16507	0.10494
HG04204	1.4953	0.8688	-1.843	0.854
HG04206	1.18608	-0.66203	1.03593	-1.54737
HG04209	1.62506	-2.10628	0.61819	0.25757
HG04210	0.76903	-0.51505	-0.71064	-0.902
HG04211	0.79589	-2.14047	1.79913	0.97951
HG04212	-0.19857	-2.06512	-0.18171	0.05354
HG04214	-1.29271	0.46892	-1.1524	-0.21053
HG04215	0.84523	0.43642	-0.07391	-0.32494
HG04216	-1.24268	-0.4382	-1.38609	-0.21364
HG04217	-0.79406	2.06138	0.01844	-0.40308
HG04219	-1.08555	-0.65342	-1.38842	0.41551
HG04222	0.6324	-0.52616	-1.07738	-0.43088
HG04225	0.63316	-0.52663	-1.6694	-1.23347
HG04227	-0.61551	1.0316	0.84492	-1.128
HG04228	1.09835	0.22033	0.01949	0.52745
HG04229	-1.08005	1.58784	0.38169	-0.11463
HG04235	-0.99006	0.44065	0.65268	1.20789
HG04238	0.73057	1.90072	0.58363	-0.33858
HG04239	0.15056	0.97132	0.65286	1.84775
NA06984	2.03877	1.26283	1.58737	-0.37074
NA06985	0.92299	0.98834	-1.20955	0.8289
NA06986	0.62537	-0.52667	-0.47287	-1.20867
NA06989	0.04339	-1.78066	-1.80375	0.86277
NA06991	-1.54241	-0.57369	-0.53718	0.4253
NA06993	0.80929	0.11209	1.98614	-0.10704
NA06994	-1.29479	0.00842	-0.98212	0.05932
NA06995	-0.12019	-0.4459	1.65836	-0.08937
NA06997	0.15244	0.92717	-0.77872	-1.51727
NA07000	-0.65291	0.35576	0.41208	-0.48862
NA07014	0.18281	-0.76171	-1.047	0.17624
NA07019	0.0737	-0.01025	0.64594	-0.16949
NA07022	0.72519	-3.53946	0.25788	1.06409
NA07029	-0.27391	0.1475	0.06943	1.09907
NA07031	2.0219	-0.59551	-0.00369	0.31083
NA07034	0.52898	-0.11144	-0.78033	0.3254
NA07037	-0.07425	0.29858	0.25566	1.05355
NA07045	0.44465	0.83278	-0.4305	0.26387
NA07048	0.28381	-0.76947	-1.50905	0.13056
NA07051	0.6269	-1.16269	0.17532	-1.13995
NA07055	-0.81817	-0.21478	1.92556	0.56719
NA07056	1.4085	-0.07475	-0.40215	0.7331
NA07345	1.38058	0.29509	-0.02456	0.20283
NA07346	0.68223	0.78831	-0.54951	-0.66577
NA07347	1.59554	2.22637	1.04767	-0.04525
NA07348	0.8695	0.7006	1.82554	-2.62193
NA07349	-1.89246	1.05585	1.31312	1.03256
NA07357	0.68061	-0.15613	-0.4784	-0.91124
NA07435	-2.01792	-0.05451	-0.03274	1.01555
NA10830	0.6912	1.13632	0.01648	-0.09525
NA10831	-1.29873	-1.47482	-0.94164	0.58645
NA10835	0.35587	-1.93343	1.50467	-1.69117
NA10836	1.47045	0.68057	-1.53657	1.68848
NA10837	0.46978	0.60407	-0.28078	0.79086
NA10838	0.81883	0.31308	2.9086	0.75931
NA10839	1.28955	-0.78958	1.99653	0.97362
NA10840	-1.73692	-0.56199	1.27047	-0.13571
NA10842	1.2003	-1.71588	-0.8322	0.44652
NA10843	0.02769	0.16368	0.19517	0.18569
NA10845	-0.61523	0.38589	2.42318	0.25696
NA10846	0.01341	1.18988	2.12355	-0.97191
NA10847	0.71312	1.21784	-0.93003	-0.53055
NA10851	-0.33913	-0.29716	0.50923	-0.80676
NA10852	1.2726	-0.46285	-2.63456	-1.89154
NA10854	-0.04552	0.5326	-1.54055	-1.92861
NA10855	0.85955	-0.19735	1.94982	-0.32567
NA10856	-0.23423	-0.49619	0.91279	-0.70785
NA10857	-0.70111	-0.70278	0.85673	-1.21875
NA10859	0.95849	0.11342	-0.18534	-0.38313
NA10860	-0.92992	0.10464	-1.36112	0.64482
NA10861	0.84932	-1.38564	-1.99337	0.07858
NA10863	-1.11783	0.16132	-1.08036	-0.81178
NA10864	0.54612	0.54598	0.30799	0.60111
NA10865	0.68858	0.66938	-0.09227	-0.07244
NA11829	-0.61792	-1.83857	-0.98736	-0.26463
NA11830	0.66532	-0.69863	-0.34492	-0.80842
NA11831	0.0658	-0.04213	-1.7292	-0.14802
NA11832	-0.36404	0.27202	-0.15444	0.68196
NA11839	-0.40126	-1.63693	-0.79976	0.18375
NA11840	-1.41206	-0.5059	2.46104	0.1365
NA11843	0.28153	1.46857	1.17906	2.11594
NA11881	-0.15955	0.65692	-0.41117	-1.24198
NA11882	1.68021	-0.11821	2.58818	0.02715
NA11891	1.44467	0.30484	-0.14198	-1.03176
NA11892	-0.64346	-1.14159	0.80097	0.71552
NA11893	0.21066	2.07901	-1.20154	0.38923
NA11894	-1.67974	1.63047	-0.36647	1.71287
NA11917	0.15849	0.70821	-0.0777	0.15875
NA11918	0.93024	0.58952	-1.06488	-1.12523
NA11919	-0.21196	1.18036	0.23116	-0.79201
NA11920	0.27453	-0.03768	-1.60879	0.88964
NA11930	1.19012	-0.76799	-1.92722	0.015
NA11931	1.07166	1.5806	0.60034	0.4832
NA11932	-0.41787	-2.18714	-0.89103	-0.99501
NA11933	1.84482	0.23189	1.09302	0.58389
NA11992	-0.94931	1.56673	1.95093	1.04743
NA11993	0.35294	-0.8679	-1.14175	-0.27856
NA11994	0.79095	1.95461	0.60198	-1.13272
NA11995	1.65873	0.62828	1.1196	-0.44862
NA12003	-0.91847	0.40157	2.17133	0.76993
NA12004	1.52178	-0.65409	0.57613	-0.28114
NA12005	-2.11149	0.37013	-0.04536	0.40721
NA12006	-0.25543	-1.24454	0.00888	1.00518
NA12043	1.5182	1.56628	-0.41874	-3.20993
NA12044	1.13805	0.1328	1.07632	0.92888
NA12045	0.64265	0.87266	0.18908	1.51492
NA12046	1.33589	-0.16146	-1.1928	-1.48502
NA12056	-0.33909	-0.76906	0.4763	0.81299
NA12057	-0.84421	0.01409	0.29632	-0.70164
NA12058	0.00612	0.37102	0.49011	0.01966
NA12144	0.34395	1.4227	-0.78769	-0.39086
NA12145	-0.58847	-0.90159	-1.74335	0.06484
NA12146	0.08379	-1.25522	-0.85837	-0.09433
NA12154	-0.336	0.83941	-2.13105	-1.72759
NA12155	0.26051	0.44174	0.37673	-1.28886
NA12156	-1.06272	0.41753	-0.13452	-1.14403
NA12234	0.22458	-0.37202	-0.71192	0.79825
NA12236	-1.02247	-0.91179	0.60264	0.91102
NA12239	2.34606	-0.47063	0.87551	-1.09704
NA12248	0.93354	-3.29308	0.74614	-1.35128
NA12249	0.74738	1.87381	0.32138	-0.68992
NA12264	0.75196	0.33068	1.22171	2.03308
NA12272	0.626	-0.03278	-0.28461	0.58997
NA12273	0.20911	0.03872	-0.99295	-0.42611
NA12274	-0.45706	0.31166	-0.56438	0.18765
NA12275	-1.77793	-0.8401	0.37079	-0.0087
NA12282	-0.75049	-0.53995	-0.5139	-0.23427
NA12283	-0.38295	1.55017	-1.25945	1.0313
NA12286	0.67055	0.58185	1.14536	-1.81242
NA12287	0.36088	0.77153	-0.00182	-0.58417
NA12329	-0.2845	0.88791	0.68028	-0.28924
NA12335	1.5804	-0.88254	-0.05838	-0.20692
NA12336	-0.29754	1.93613	0.19047	-1.63987
NA12340	-0.03315	0.7527	-0.32296	0.77591
NA12341	-0.79912	1.47258	-0.68438	-1.05024
NA12342	1.01339	-0.48979	-2.65414	0.79988
NA12343	-1.41134	-1.67024	0.37688	0.01908
NA12344	0.71214	2.59917	0.22533	-0.84688
NA12347	2.04747	2.38503	-1.02135	-1.04057
NA12348	-1.54925	-0.4048	-1.80629	-0.89591
NA12376	-1.06598	1.91038	0.01648	-0.22443
NA12383	2.52977	0.04289	-0.53818	-3.27905
NA12386	-1.04186	1.38514	-0.93641	-1.04546
NA12399	0.535	-0.20866	1.46026	0.24531
NA12400	0.41557	1.21527	1.49992	-1.73535
NA12413	0.41935	1.49643	-2.68711	-0.75433
NA12414	-0.46669	1.20153	-1.44272	-0.06217
NA12485	1.10961	-0.13004	0.24447	-0.08259
NA12489	-0.24153	1.10285	0.3128	0.9226
NA12546	1.19672	1.19916	-0.49519	-0.2649
NA12707	-1.67616	-0.40487	-0.78489	-0.81572
NA12716	-1.55717	0.79861	0.22718	0.50519
NA12717	-0.28816	-1.15114	1.50481	0.5074
NA12718	-0.19596	-1.0795	0.34305	-0.31695
NA12739	0.20212	0.63099	-1.17906	0.85188
NA12740	-0.35502	0.57113	1.35315	1.4725
NA12748	-0.24313	-0.44138	-0.59343	-1.18197
NA12749	-0.82825	0.46958	-1.29282	0.78933
NA12750	1.37857	0.75708	-0.03834	1.07643
NA12751	-1.1931	-1.05202	-0.73987	-1.61964
NA12752	-0.77299	0.70886	0.19605	1.28495
NA12753	-0.00602	-0.57853	1.58573	0.48506
NA12760	-1.19316	-0.18334	1.77349	1.16671
NA12761	1.59951	-0.68744	0.39601	0.36864
NA12762	0.089	0.12763	-0.08575	0.61223
NA12763	1.20368	-0.51231	0.41458	0.50734
NA12766	0.00546	1.15955	-1.04752	0.94387
NA12767	0.04344	1.202	-1.85508	-0.06595
NA12775	0.49101	-0.54465	0.25983	-1.69488
NA12776	-0.24922	-0.45395	-1.56161	-1.81087
NA12777	-1.8123	0.86445	-0.93315	0.39
NA12778	2.05778	1.24249	0.40198	2.14982
NA12801	0.11782	0.80242	0.52553	-0.88133
NA12802	-0.52768	-1.08022	-0.02614	0.53074
NA12812	-0.20993	-0.37826	2.34083	-1.47908
NA12813	0.01159	-0.99295	-0.10332	0.0547
NA12814	0.18765	0.00802	-0.36131	-0.2648
NA12815	-1.31014	0.19777	0.10721	-1.3875
NA12817	-0.84356	-0.95468	-1.13441	-1.69734
NA12818	0.19313	-1.08099	0.37696	-0.13131
NA12827	0.12041	0.79779	-0.53589	-1.07055
NA12828	0.49231	-0.23397	-0.01175	0.56525
NA12829	1.73584	0.37444	0.16839	-1.16377
NA12830	1.28913	-0.03494	0.95425	1.34209
NA12832	-0.07122	0.50932	-1.28283	-0.87889
NA12842	0.24299	0.21452	1.28631	1.75143
NA12843	0.31238	-0.14205	-0.76396	0.75001
NA12864	-1.10265	0.63771	-1.60874	1.54363
NA12865	-0.20756	0.62367	0.39088	-2.09915
NA12872	0.83861	-0.56754	-0.43563	-0.31304
NA12873	2.13165	-0.208	0.78861	-0.8268
NA12874	-0.58255	1.73123	-2.73671	0.95871
NA12875	-0.58101	-0.48849	-0.04671	1.77971
NA12877	0.35702	-0.77558	1.82888	-0.61279
NA12878	0.91978	-0.21808	0.77709	-1.50932
NA12889	-0.60934	0.52487	-0.9147	1.12129
NA12890	0.248	-0.52057	0.14912	0.19893
NA12891	0.93549	-1.80308	0.39086	-2.54694
NA12892	-0.65199	0.20325	-0.53735	-1.14073
NA18484	-0.6813	0.76063	2.00481	-0.09367
NA18485	0.03276	-1.16396	2.08058	-0.25817
NA18486	0.47778	1.8114	0.93168	-0.318
NA18487	-0.15936	1.72269	-0.38558	-0.58404
NA18488	0.06377	-0.91506	-0.25165	-0.71578
NA18489	-0.0364	0.42117	-0.15332	0.0219
NA18497	0.33525	1.90298	-0.34043	-0.59766
NA18498	-0.58525	-0.49167	0.57039	0.77311
NA18499	0.57029	0.14987	0.60911	-1.46069
NA18500	-1.14684	0.71104	0.30619	1.13482
NA18501	0.0691	-0.14699	0.31182	0.6244
NA18502	0.79921	-0.99003	1.01765	0.23044
NA18503	1.21906	0.74007	0.53539	1.19206
NA18504	1.61006	0.13829	0.63166	-0.014
NA18505	0.50074	-0.23624	0.13899	-1.03143
NA18506	-0.95105	0.11358	0.09446	-2.55012
NA18507	-0.86208	0.36522	-1.40411	-1.32616
NA18508	0.00711	-0.09857	-0.0792	-0.00668
NA18510	-1.52327	-1.105	1.24662	0.17169
NA18511	0.61883	-1.06348	0.57926	0.19888
NA18515	0.96139	1.58917	-1.49196	-0.55723
NA18516	-0.23694	-1.48788	1.23676	0.92868
NA18517	0.14588	1.62123	0.32742	-0.48172
NA18518	0.62529	-1.1847	0.09135	0.0631
NA18519	1.79946	0.95784	-0.93603	0.27975
NA18520	-0.94599	0.37269	1.69228	-0.05025
NA18521	1.1341	0.20406	0.85903	0.06938
NA18522	0.19205	-1.55969	-0.82983	0.24302
NA18523	-0.32431	-0.17187	1.46387	0.54386
NA18525	0.30122	-0.77794	1.51857	0.64311
NA18526	-0.73523	1.3248	0.9154	0.79218
NA18528	-1.99273	-0.618	-0.02608	-0.75577
NA18530	-0.46173	1.67253	0.68934	-1.58816
NA18531	0.63339	1.72583	0.59225	-0.05177
NA18532	-0.8222	0.17867	-0.216	-0.89931
NA18533	-1.11905	0.29866	0.22845	-0.09338
NA18534	0.96969	0.0029	-1.36874	-2.67039
NA18535	1.00604	-0.97169	0.48312	0.12391
NA18536	-0.48545	0.57549	0.57576	-0.90934
NA18537	-0.7501	1.08525	0.47878	1.98398
NA18538	-0.35335	-0.68559	-0.11638	-1.2643
NA18539	1.41343	0.17199	-0.43829	-1.60535
NA18541	0.06945	1.70987	0.07896	0.14706
NA18542	0.00693	0.82819	-1.39467	1.1964
NA18543	0.62199	-0.79006	1.01371	0.39643
NA18544	-0.72401	1.68472	-0.53235	0.33139
NA18545	-0.84776	0.77826	-0.45848	0.44278
NA18546	0.05186	0.51784	-0.47906	-0.59199
NA18547	0.71007	-0.39853	1.33925	0.21176
NA18548	-0.45342	-0.02757	-0.46418	-0.33187
NA18549	-0.04239	-1.95116	-1.10706	0.747
NA18550	-0.19445	-0.01631	-0.2506	-0.60356
NA18552	-1.30545	0.6018	-0.43329	-0.24507
NA18553	-0.26325	0.04048	0.26584	-0.39999
NA18555	-0.09188	-0.96036	0.46636	0.36501
NA18557	0.047	0.52539	1.66462	1.64813
NA18558	-0.23247	-0.81882	-1.77869	1.96796
NA18559	0.06394	0.0076	0.08362	-1.44802
NA18560	-1.26314	-0.13577	-1.66969	-0.54719
NA18561	-0.10501	1.24404	-0.14412	1.53219
NA18562	-1.72108	-0.04577	-0.70823	1.76125
NA18563	-0.14874	-1.35987	1.1102	0.60299
NA18564	-1.23824	-1.46218	1.76283	0.72042
NA18565	-1.21854	-1.25141	0.382	1.46916
NA18566	0.37791	-1.16999	-0.05167	-0.32853
NA18567	-0.05643	0.20714	0.54149	-0.39865
NA18570	0.62802	0.81742	-0.50524	-0.52583
NA18571	-1.19677	1.0482	-1.20781	-0.22436
NA18572	0.27906	-0.73004	0.19447	0.76456
NA18573	2.05678	-1.38727	-1.3863	-0.84875
NA18574	1.05762	-0.2712	-0.47094	0.02641
NA18577	-2.02685	-0.53211	1.47245	0.18549
NA18579	1.35287	1.38738	-2.28644	-0.40742
NA18582	0.61887	0.31992	0.77182	-1.76674
NA18591	1.67137	-0.67171	-0.97044	-1.6346
NA18592	-0.90751	0.33517	-0.99996	2.09683
NA18593	0.33553	0.03161	-0.9727	-0.84973
NA18595	0.2993	1.49889	0.46891	-0.66693
NA18596	-1.11341	0.29305	0.53698	0.63903
NA18597	0.55841	-0.20461	-1.47476	0.42365
NA18599	1.66293	1.60582	-0.39578	-0.95212
NA18602	0.47668	1.02508	0.29449	-1.07369
NA18603	-0.95878	-2.97489	-0.24845	-0.57814
NA18605	0.99149	1.07149	-0.36936	-1.09317
NA18606	-0.0457	1.35808	0.72431	-0.21426
NA18608	-0.08795	-0.18393	1.27018	-0.90001
NA18609	-1.46023	-0.58975	-0.39701	0.97054
NA18610	0.90961	0.33286	-0.61182	0.21
NA18611	-0.79205	-1.42747	-1.02882	-0.37888
NA18612	-0.14505	1.2112	-0.43059	1.21741
NA18613	-0.76194	-0.318	0.31172	-1.33512
NA18614	0.81394	-2.10637	0.94444	-0.01338
NA18615	1.05882	-1.21988	-1.34145	0.06715
NA18616	-1.74315	0.54855	-0.8095	-0.65335
NA18617	0.82321	-1.23042	-0.81443	-0.56927
NA18618	-1.21345	2.31473	1.46826	0.95525
NA18619	1.8891	0.86881	-0.49401	-0.89744
NA18620	1.56903	0.23146	-0.87948	0.81743
NA18621	-1.19164	0.5723	-1.15167	0.98381
NA18622	-0.26336	0.18396	-0.40662	1.11552
NA18623	0.5213	-0.97845	-0.83881	-0.26897
NA18624	-1.40758	0.0201	0.26587	0.3
NA18625	1.65567	-0.47342	0.2918	-0.3248
NA18626	1.65651	-0.26877	-0.11834	-0.78245
NA18627	-0.47061	-0.30326	0.72384	0.9228
NA18628	-0.92003	-0.00658	1.02587	-0.66679
NA18629	-0.77387	-0.92335	0.1798	-1.74278
NA18630	0.11394	-0.62181	-0.61979	-1.38851
NA18631	0.18402	-2.01736	-1.58642	-0.87772
NA18632	-0.12682	-1.06821	1.00805	-1.89227
NA18633	-1.30776	-0.5885	-0.8102	1.18672
NA18634	-0.31647	-1.32027	0.09263	1.15945
NA18635	-0.11412	-1.06192	-0.19427	-1.01545
NA18636	-1.55054	0.26584	0.19573	1.26655
NA18637	-0.38413	-0.76314	-0.41816	-0.37321
NA18638	1.75929	-0.28673	1.78178	-1.64201
NA18639	1.19051	-1.52643	-0.63506	2.21165
NA18640	-0.91729	-1.19589	0.18832	0.50097
NA18641	0.05072	0.53278	0.78165	-0.78913
NA18642	0.31021	1.00227	-1.29734	2.6735
NA18643	-0.41246	-1.63672	0.79868	1.739
NA18644	0.81359	1.94346	-0.7669	0.11039
NA18645	-0.70355	0.02652	-0.25164	1.83241
NA18646	0.38758	0.38327	-0.47746	-0.19532
NA18647	-1.04175	-0.56773	0.07453	0.77012
NA18648	-0.21198	0.81532	0.21373	-0.79228
NA18740	0.2582	-0.19614	-0.09169	-1.06455
NA18745	0.08934	-2.57232	0.40096	0.40859
NA18747	-0.84166	1.65191	1.00687	1.30304
NA18748	1.39041	0.80801	2.42383	-0.88272
NA18749	0.69391	-0.22261	-0.61929	-0.23321
NA18757	0.38591	0.43616	1.02988	0.78896
NA18852	0.60778	-0.4458	0.92422	-1.32242
NA18853	0.81713	0.20674	1.02845	-0.70362
NA18854	-1.52353	-1.929	1.40363	1.43337
NA18855	1.07039	-0.95911	0.11491	-0.41246
NA18856	0.55573	0.05379	-0.52962	-0.11163
NA18857	0.53835	-0.99455	1.04146	1.21102
NA18858	0.08117	-0.35367	0.62938	-0.89973
NA18859	-1.41366	-0.70001	-0.6349	-0.2234
NA18860	-0.09384	0.91678	0.28252	-1.55736
NA18861	-1.0332	-1.56025	-1.84847	-0.97864
NA18862	0.47721	-0.08635	-0.30162	-1.0547
NA18863	-0.66376	0.1409	0.53731	0.74128
NA18864	-1.71515	-0.61369	1.46809	-0.71998
NA18865	-0.37115	0.28418	1.58775	-0.79234
NA18867	1.15554	-0.31506	2.76389	0.01812
NA18868	0.53742	0.67918	-1.25107	0.62832
NA18869	1.58021	0.56133	2.39041	0.10272
NA18870	-0.54753	-0.07331	-0.25756	0.06872
NA18871	0.91029	0.76287	-1.93603	0.42804
NA18872	1.25873	2.69505	-0.17892	-1.44505
NA18873	-1.11914	0.88548	1.17228	-0.1315
NA18874	1.21742	0.0637	1.76088	-0.79485
NA18875	1.89334	0.92233	0.4514	0.74166
NA18876	-0.06179	-1.5905	1.15122	-0.01533
NA18877	-0.2098	-1.59724	-0.31805	-0.95511
NA18878	-0.40781	-0.75758	0.72038	-1.19919
NA18879	0.07556	-1.43905	-0.05998	1.24711
NA18881	2.21094	-0.48236	0.92248	-1.03081
NA18906	2.0479	1.30615	-0.51076	0.01739
NA18907	-0.32393	1.82647	-0.32979	0.50098
NA18908	1.01672	-0.64967	0.08022	0.29838
NA18909	-1.16032	0.16245	0.12071	0.56908
NA18910	-0.54595	1.9736	-0.13048	1.13368
NA18911	-1.87409	-0.33412	-1.84927	1.60498
NA18912	0.36554	0.62466	-2.89219	0.16552
NA18913	1.2073	0.03854	0.7452	1.64311
NA18914	-0.35472	0.48989	-0.35212	1.19653
NA18915	-1.39584	0.02502	-1.05485	-0.00709
NA18916	-0.29994	-0.17621	-1.72993	1.04946
NA18917	-0.77582	-0.23477	-2.18108	0.18612
NA18923	0.38687	1.49493	-1.23276	0.09117
NA18924	-0.26246	0.08214	-0.04011	0.72889
NA18925	0.83598	-0.39289	-2.9178	-1.62639
NA18930	0.45807	-0.65498	0.55053	-0.29856
NA18933	-1.39462	0.70784	-0.47319	0.25555
NA18934	-0.87642	0.01568	-0.18372	-1.98819
NA18935	0.26015	2.26336	1.74544	0.01425
NA18939	1.17928	0.18773	-0.30311	-0.40634
NA18940	0.24484	0.64031	0.45237	0.24284
NA18941	-0.29825	0.38314	-1.58595	-1.30506
NA18942	-0.20698	-1.86027	-0.52496	-0.95119
NA18943	0.35523	0.19748	-1.53913	2.328
NA18944	-0.80359	-0.18858	0.68271	0.66103
NA18945	-1.21385	0.2718	0.02844	-0.19335
NA18946	-0.07243	0.23686	0.89297	-0.57533
NA18947	-0.3929	1.81061	-0.16951	0.61648
NA18948	-0.47248	-1.18072	1.03273	-0.79396
NA18949	-1.38156	0.74038	-0.3802	0.52784
NA18950	-0.26381	0.25158	0.2982	-0.43584
NA18951	0.64921	-0.47335	0.58999	-1.1301
NA18952	0.97061	1.3089	-0.32262	-0.073
NA18953	0.01725	-0.98063	1.39233	1.60021
NA18954	-0.98672	0.43318	0.68752	0.0512
NA18956	-0.88988	0.8021	-0.30163	-0.55334
NA18957	2.3836	-0.77549	-1.05028	0.47414
NA18959	0.35292	-0.61668	0.44074	0.72981
NA18960	0.67087	1.60253	-0.00694	3e-04
NA18961	0.16689	1.15389	-0.25089	-0.38638
NA18962	0.85206	-0.45945	0.68688	-0.43952
NA18963	1.84805	-0.28838	0.79471	-1.9641
NA18964	-0.32404	-0.09288	-0.09669	1.1142
NA18965	-0.24641	-1.20443	0.80254	0.43147
NA18966	0.24205	0.72693	0.43407	-0.24882
NA18967	0.68189	-0.10268	0.64553	-0.12834
NA18968	-1.34047	-0.52758	-0.35299	-1.39908
NA18969	-0.01344	-1.32312	-0.00628	1.06971
NA18970	0.53943	1.10406	-0.74915	0.24186
NA18971	-0.54244	1.44201	-0.41286	0.10378
NA18972	0.92305	0.0112	0.33143	-0.95354
NA18973	1.06449	-0.07209	-0.07742	-0.47776
NA18974	0.10342	-0.79721	-1.04532	1.71921
NA18975	-0.88111	-0.63647	-1.60136	-1.4925
NA18976	-0.54665	1.10894	0.22384	0.95206
NA18977	0.82857	-1.16857	0.45969	1.69555
NA18978	-0.34113	-0.13217	1.08402	-0.14081
NA18979	-0.91142	2.20691	-1.88723	1.4493
NA18980	0.03614	-0.18932	0.48864	-1.46474
NA18981	0.37885	-0.24293	-0.50545	-0.55066
NA18982	-0.90974	-0.45237	1.43478	-0.65933
NA18983	-1.62824	-0.49193	-0.58354	0.77588
NA18984	0.3782	0.93234	1.32145	0.49839
NA18985	0.64333	0.7355	-1.35653	-0.40548
NA18986	-0.56186	0.249	-0.30397	1.71814
NA18987	-0.58589	0.52245	-1.57879	0.32502
NA18988	-0.46155	0.43272	0.5897	-1.6745
NA18989	0.94439	0.37774	-1.16687	0.77531
NA18990	0.22225	0.93983	0.21375	0.11969
NA18991	0.1289	1.92771	0.55785	-1.97502
NA18992	-0.977	0.71701	0.59509	0.0237
NA18993	0.52751	-1.20151	-2.96442	2.26267
NA18994	-0.19763	0.17805	-0.87129	-0.28757
NA18995	-0.81117	-0.27758	0.89235	0.97966
NA18997	-0.67302	0.61252	-0.35174	0.97069
NA18998	-0.95221	-0.65488	0.14071	-0.95489
NA18999	0.32082	-0.78731	0.62149	2.36848
NA19000	0.53134	0.81606	-1.12087	-0.59796
NA19001	1.27933	-0.1329	0.29594	0.89333
NA19002	0.66004	0.90741	-0.13804	-0.01085
NA19003	-0.53032	-0.4409	-0.80765	-2.07113
NA19004	0.56712	0.45446	0.57354	-0.13349
NA19005	0.61695	0.38627	0.29758	-0.97426
NA19006	1.77901	-0.43063	0.87261	-0.82052
NA19007	-0.16186	0.5935	0.01757	1.40084
NA19009	2.06907	-1.38762	-0.29125	1.04109
NA19010	1.56831	-1.54929	-1.39434	0.83998
NA19011	0.27147	1.98973	0.33571	0.27434
NA19012	0.74043	-0.63536	-1.48088	-0.64797
NA19017	-1.12136	-0.70701	0.70772	2.37778
NA19019	-0.79464	-0.30758	0.25199	0.42989
NA19020	-1.27791	-0.79455	-0.75105	-0.14238
NA19023	0.30446	-1.52828	-0.44093	0.26816
NA19024	-1.11677	2.66435	0.21404	0.75526
NA19025	-1.62914	-1.10304	-1.74659	-2.48432
